v1	V(in)	V(out)	I(D1)	I(R1)	I(V1)
4.295999999999769e+00	4.296000e+00	4.285691e+00	-1.030945e-05	-1.030945e-05	-1.030945e-05
4.296999999999770e+00	4.297000e+00	4.286646e+00	-1.035434e-05	-1.035434e-05	-1.035434e-05
4.297999999999770e+00	4.298000e+00	4.287601e+00	-1.039941e-05	-1.039941e-05	-1.039941e-05
4.298999999999770e+00	4.299000e+00	4.288555e+00	-1.044466e-05	-1.044466e-05	-1.044466e-05
4.299999999999771e+00	4.300000e+00	4.289510e+00	-1.049011e-05	-1.049011e-05	-1.049011e-05
4.300999999999771e+00	4.301000e+00	4.290464e+00	-1.053574e-05	-1.053574e-05	-1.053574e-05
4.301999999999771e+00	4.302000e+00	4.291419e+00	-1.058157e-05	-1.058157e-05	-1.058157e-05
4.302999999999772e+00	4.303000e+00	4.292372e+00	-1.062758e-05	-1.062758e-05	-1.062758e-05
4.303999999999772e+00	4.304000e+00	4.293326e+00	-1.067379e-05	-1.067379e-05	-1.067379e-05
4.304999999999772e+00	4.305000e+00	4.294280e+00	-1.072018e-05	-1.072018e-05	-1.072018e-05
4.305999999999773e+00	4.306000e+00	4.295233e+00	-1.076677e-05	-1.076677e-05	-1.076677e-05
4.306999999999773e+00	4.307000e+00	4.296186e+00	-1.081356e-05	-1.081356e-05	-1.081356e-05
4.307999999999773e+00	4.308000e+00	4.297140e+00	-1.086053e-05	-1.086053e-05	-1.086053e-05
4.308999999999774e+00	4.309000e+00	4.298092e+00	-1.090770e-05	-1.090770e-05	-1.090770e-05
4.309999999999774e+00	4.310000e+00	4.299045e+00	-1.095507e-05	-1.095507e-05	-1.095507e-05
4.310999999999774e+00	4.311000e+00	4.299997e+00	-1.100263e-05	-1.100263e-05	-1.100263e-05
4.311999999999775e+00	4.312000e+00	4.300950e+00	-1.105039e-05	-1.105039e-05	-1.105039e-05
4.312999999999775e+00	4.313000e+00	4.301902e+00	-1.109834e-05	-1.109834e-05	-1.109834e-05
4.313999999999775e+00	4.314000e+00	4.302854e+00	-1.114649e-05	-1.114649e-05	-1.114649e-05
4.314999999999776e+00	4.315000e+00	4.303805e+00	-1.119485e-05	-1.119485e-05	-1.119485e-05
4.315999999999776e+00	4.316000e+00	4.304757e+00	-1.124340e-05	-1.124340e-05	-1.124340e-05
4.316999999999776e+00	4.317000e+00	4.305708e+00	-1.129215e-05	-1.129215e-05	-1.129215e-05
4.317999999999777e+00	4.318000e+00	4.306659e+00	-1.134110e-05	-1.134110e-05	-1.134110e-05
4.318999999999777e+00	4.319000e+00	4.307610e+00	-1.139026e-05	-1.139026e-05	-1.139026e-05
4.319999999999777e+00	4.320000e+00	4.308560e+00	-1.143961e-05	-1.143961e-05	-1.143961e-05
4.320999999999778e+00	4.321000e+00	4.309511e+00	-1.148917e-05	-1.148917e-05	-1.148917e-05
4.321999999999778e+00	4.322000e+00	4.310461e+00	-1.153894e-05	-1.153894e-05	-1.153894e-05
4.322999999999778e+00	4.323000e+00	4.311411e+00	-1.158891e-05	-1.158891e-05	-1.158891e-05
4.323999999999779e+00	4.324000e+00	4.312361e+00	-1.163908e-05	-1.163908e-05	-1.163908e-05
4.324999999999779e+00	4.325000e+00	4.313311e+00	-1.168946e-05	-1.168946e-05	-1.168946e-05
4.325999999999779e+00	4.326000e+00	4.314260e+00	-1.174005e-05	-1.174005e-05	-1.174005e-05
4.326999999999780e+00	4.327000e+00	4.315209e+00	-1.179085e-05	-1.179085e-05	-1.179085e-05
4.327999999999780e+00	4.328000e+00	4.316158e+00	-1.184185e-05	-1.184185e-05	-1.184185e-05
4.328999999999780e+00	4.329000e+00	4.317107e+00	-1.189306e-05	-1.189306e-05	-1.189306e-05
4.329999999999781e+00	4.330000e+00	4.318056e+00	-1.194449e-05	-1.194449e-05	-1.194449e-05
4.330999999999781e+00	4.331000e+00	4.319004e+00	-1.199612e-05	-1.199612e-05	-1.199612e-05
4.331999999999781e+00	4.332000e+00	4.319952e+00	-1.204797e-05	-1.204797e-05	-1.204797e-05
4.332999999999782e+00	4.333000e+00	4.320900e+00	-1.210003e-05	-1.210003e-05	-1.210003e-05
4.333999999999782e+00	4.334000e+00	4.321848e+00	-1.215230e-05	-1.215230e-05	-1.215230e-05
4.334999999999782e+00	4.335000e+00	4.322795e+00	-1.220478e-05	-1.220478e-05	-1.220478e-05
4.335999999999783e+00	4.336000e+00	4.323742e+00	-1.225748e-05	-1.225748e-05	-1.225748e-05
4.336999999999783e+00	4.337000e+00	4.324689e+00	-1.231040e-05	-1.231040e-05	-1.231040e-05
4.337999999999783e+00	4.338000e+00	4.325636e+00	-1.236353e-05	-1.236353e-05	-1.236353e-05
4.338999999999784e+00	4.339000e+00	4.326583e+00	-1.241688e-05	-1.241688e-05	-1.241688e-05
4.339999999999784e+00	4.340000e+00	4.327529e+00	-1.247045e-05	-1.247045e-05	-1.247045e-05
4.340999999999784e+00	4.341000e+00	4.328476e+00	-1.252423e-05	-1.252423e-05	-1.252423e-05
4.341999999999785e+00	4.342000e+00	4.329422e+00	-1.257824e-05	-1.257824e-05	-1.257824e-05
4.342999999999785e+00	4.343000e+00	4.330368e+00	-1.263246e-05	-1.263246e-05	-1.263246e-05
4.343999999999785e+00	4.344000e+00	4.331313e+00	-1.268691e-05	-1.268691e-05	-1.268691e-05
4.344999999999786e+00	4.345000e+00	4.332258e+00	-1.274158e-05	-1.274158e-05	-1.274158e-05
4.345999999999786e+00	4.346000e+00	4.333203e+00	-1.279647e-05	-1.279647e-05	-1.279647e-05
4.346999999999786e+00	4.347000e+00	4.334148e+00	-1.285158e-05	-1.285158e-05	-1.285158e-05
4.347999999999787e+00	4.348000e+00	4.335093e+00	-1.290692e-05	-1.290692e-05	-1.290692e-05
4.348999999999787e+00	4.349000e+00	4.336038e+00	-1.296248e-05	-1.296248e-05	-1.296248e-05
4.349999999999787e+00	4.350000e+00	4.336982e+00	-1.301827e-05	-1.301827e-05	-1.301827e-05
4.350999999999788e+00	4.351000e+00	4.337926e+00	-1.307429e-05	-1.307429e-05	-1.307429e-05
4.351999999999788e+00	4.352000e+00	4.338870e+00	-1.313053e-05	-1.313053e-05	-1.313053e-05
4.352999999999788e+00	4.353000e+00	4.339813e+00	-1.318700e-05	-1.318700e-05	-1.318700e-05
4.353999999999789e+00	4.354000e+00	4.340756e+00	-1.324370e-05	-1.324370e-05	-1.324370e-05
4.354999999999789e+00	4.355000e+00	4.341700e+00	-1.330063e-05	-1.330063e-05	-1.330063e-05
4.355999999999789e+00	4.356000e+00	4.342642e+00	-1.335779e-05	-1.335779e-05	-1.335779e-05
4.356999999999790e+00	4.357000e+00	4.343585e+00	-1.341519e-05	-1.341519e-05	-1.341519e-05
4.357999999999790e+00	4.358000e+00	4.344527e+00	-1.347281e-05	-1.347281e-05	-1.347281e-05
4.358999999999790e+00	4.359000e+00	4.345469e+00	-1.353067e-05	-1.353067e-05	-1.353067e-05
4.359999999999791e+00	4.360000e+00	4.346411e+00	-1.358876e-05	-1.358876e-05	-1.358876e-05
4.360999999999791e+00	4.361000e+00	4.347353e+00	-1.364709e-05	-1.364709e-05	-1.364709e-05
4.361999999999791e+00	4.362000e+00	4.348294e+00	-1.370565e-05	-1.370565e-05	-1.370565e-05
4.362999999999792e+00	4.363000e+00	4.349236e+00	-1.376445e-05	-1.376445e-05	-1.376445e-05
4.363999999999792e+00	4.364000e+00	4.350176e+00	-1.382349e-05	-1.382349e-05	-1.382349e-05
4.364999999999792e+00	4.365000e+00	4.351117e+00	-1.388276e-05	-1.388276e-05	-1.388276e-05
4.365999999999793e+00	4.366000e+00	4.352058e+00	-1.394227e-05	-1.394227e-05	-1.394227e-05
4.366999999999793e+00	4.367000e+00	4.352998e+00	-1.400203e-05	-1.400203e-05	-1.400203e-05
4.367999999999793e+00	4.368000e+00	4.353938e+00	-1.406202e-05	-1.406202e-05	-1.406202e-05
4.368999999999794e+00	4.369000e+00	4.354878e+00	-1.412226e-05	-1.412226e-05	-1.412226e-05
4.369999999999794e+00	4.370000e+00	4.355817e+00	-1.418274e-05	-1.418274e-05	-1.418274e-05
4.370999999999794e+00	4.371000e+00	4.356757e+00	-1.424346e-05	-1.424346e-05	-1.424346e-05
4.371999999999795e+00	4.372000e+00	4.357696e+00	-1.430442e-05	-1.430442e-05	-1.430442e-05
4.372999999999795e+00	4.373000e+00	4.358634e+00	-1.436563e-05	-1.436563e-05	-1.436563e-05
4.373999999999795e+00	4.374000e+00	4.359573e+00	-1.442709e-05	-1.442709e-05	-1.442709e-05
4.374999999999796e+00	4.375000e+00	4.360511e+00	-1.448879e-05	-1.448879e-05	-1.448879e-05
4.375999999999796e+00	4.376000e+00	4.361449e+00	-1.455074e-05	-1.455074e-05	-1.455074e-05
4.376999999999796e+00	4.377000e+00	4.362387e+00	-1.461294e-05	-1.461294e-05	-1.461294e-05
4.377999999999797e+00	4.378000e+00	4.363325e+00	-1.467539e-05	-1.467539e-05	-1.467539e-05
4.378999999999797e+00	4.379000e+00	4.364262e+00	-1.473809e-05	-1.473809e-05	-1.473809e-05
4.379999999999797e+00	4.380000e+00	4.365199e+00	-1.480104e-05	-1.480104e-05	-1.480104e-05
4.380999999999798e+00	4.381000e+00	4.366136e+00	-1.486424e-05	-1.486424e-05	-1.486424e-05
4.381999999999798e+00	4.382000e+00	4.367072e+00	-1.492769e-05	-1.492769e-05	-1.492769e-05
4.382999999999798e+00	4.383000e+00	4.368009e+00	-1.499140e-05	-1.499140e-05	-1.499140e-05
4.383999999999799e+00	4.384000e+00	4.368945e+00	-1.505536e-05	-1.505536e-05	-1.505536e-05
4.384999999999799e+00	4.385000e+00	4.369880e+00	-1.511958e-05	-1.511958e-05	-1.511958e-05
4.385999999999799e+00	4.386000e+00	4.370816e+00	-1.518405e-05	-1.518405e-05	-1.518405e-05
4.386999999999800e+00	4.387000e+00	4.371751e+00	-1.524878e-05	-1.524878e-05	-1.524878e-05
4.387999999999800e+00	4.388000e+00	4.372686e+00	-1.531377e-05	-1.531377e-05	-1.531377e-05
4.388999999999800e+00	4.389000e+00	4.373621e+00	-1.537902e-05	-1.537902e-05	-1.537902e-05
4.389999999999801e+00	4.390000e+00	4.374556e+00	-1.544452e-05	-1.544452e-05	-1.544452e-05
4.390999999999801e+00	4.391000e+00	4.375490e+00	-1.551029e-05	-1.551029e-05	-1.551029e-05
4.391999999999801e+00	4.392000e+00	4.376424e+00	-1.557632e-05	-1.557632e-05	-1.557632e-05
4.392999999999802e+00	4.393000e+00	4.377357e+00	-1.564261e-05	-1.564261e-05	-1.564261e-05
4.393999999999802e+00	4.394000e+00	4.378291e+00	-1.570917e-05	-1.570917e-05	-1.570917e-05
4.394999999999802e+00	4.395000e+00	4.379224e+00	-1.577598e-05	-1.577598e-05	-1.577598e-05
4.395999999999803e+00	4.396000e+00	4.380157e+00	-1.584307e-05	-1.584307e-05	-1.584307e-05
4.396999999999803e+00	4.397000e+00	4.381090e+00	-1.591042e-05	-1.591042e-05	-1.591042e-05
4.397999999999803e+00	4.398000e+00	4.382022e+00	-1.597804e-05	-1.597804e-05	-1.597804e-05
4.398999999999804e+00	4.399000e+00	4.382954e+00	-1.604592e-05	-1.604592e-05	-1.604592e-05
4.399999999999804e+00	4.400000e+00	4.383886e+00	-1.611407e-05	-1.611407e-05	-1.611407e-05
4.400999999999804e+00	4.401000e+00	4.384818e+00	-1.618250e-05	-1.618250e-05	-1.618250e-05
4.401999999999805e+00	4.402000e+00	4.385749e+00	-1.625119e-05	-1.625119e-05	-1.625119e-05
4.402999999999805e+00	4.403000e+00	4.386680e+00	-1.632015e-05	-1.632015e-05	-1.632015e-05
4.403999999999805e+00	4.404000e+00	4.387610e+00	-1.638939e-05	-1.638939e-05	-1.638939e-05
4.404999999999806e+00	4.405000e+00	4.388541e+00	-1.645890e-05	-1.645890e-05	-1.645890e-05
4.405999999999806e+00	4.406000e+00	4.389472e+00	-1.652869e-05	-1.652869e-05	-1.652869e-05
4.406999999999806e+00	4.407000e+00	4.390401e+00	-1.659875e-05	-1.659875e-05	-1.659875e-05
4.407999999999807e+00	4.408000e+00	4.391331e+00	-1.666909e-05	-1.666909e-05	-1.666909e-05
4.408999999999807e+00	4.409000e+00	4.392260e+00	-1.673970e-05	-1.673970e-05	-1.673970e-05
4.409999999999807e+00	4.410000e+00	4.393189e+00	-1.681059e-05	-1.681059e-05	-1.681059e-05
4.410999999999808e+00	4.411000e+00	4.394118e+00	-1.688176e-05	-1.688176e-05	-1.688176e-05
4.411999999999808e+00	4.412000e+00	4.395047e+00	-1.695321e-05	-1.695321e-05	-1.695321e-05
4.412999999999808e+00	4.413000e+00	4.395975e+00	-1.702494e-05	-1.702494e-05	-1.702494e-05
4.413999999999809e+00	4.414000e+00	4.396903e+00	-1.709695e-05	-1.709695e-05	-1.709695e-05
4.414999999999809e+00	4.415000e+00	4.397831e+00	-1.716924e-05	-1.716924e-05	-1.716924e-05
4.415999999999809e+00	4.416000e+00	4.398758e+00	-1.724182e-05	-1.724182e-05	-1.724182e-05
4.416999999999810e+00	4.417000e+00	4.399685e+00	-1.731469e-05	-1.731469e-05	-1.731469e-05
4.417999999999810e+00	4.418000e+00	4.400612e+00	-1.738783e-05	-1.738783e-05	-1.738783e-05
4.418999999999810e+00	4.419000e+00	4.401539e+00	-1.746127e-05	-1.746127e-05	-1.746127e-05
4.419999999999811e+00	4.420000e+00	4.402465e+00	-1.753499e-05	-1.753499e-05	-1.753499e-05
4.420999999999811e+00	4.421000e+00	4.403391e+00	-1.760900e-05	-1.760900e-05	-1.760900e-05
4.421999999999811e+00	4.422000e+00	4.404317e+00	-1.768329e-05	-1.768329e-05	-1.768329e-05
4.422999999999812e+00	4.423000e+00	4.405242e+00	-1.775788e-05	-1.775788e-05	-1.775788e-05
4.423999999999812e+00	4.424000e+00	4.406167e+00	-1.783276e-05	-1.783276e-05	-1.783276e-05
4.424999999999812e+00	4.425000e+00	4.407092e+00	-1.790793e-05	-1.790793e-05	-1.790793e-05
4.425999999999813e+00	4.426000e+00	4.408017e+00	-1.798340e-05	-1.798340e-05	-1.798340e-05
4.426999999999813e+00	4.427000e+00	4.408941e+00	-1.805916e-05	-1.805916e-05	-1.805916e-05
4.427999999999813e+00	4.428000e+00	4.409865e+00	-1.813521e-05	-1.813521e-05	-1.813521e-05
4.428999999999814e+00	4.429000e+00	4.410789e+00	-1.821156e-05	-1.821156e-05	-1.821156e-05
4.429999999999814e+00	4.430000e+00	4.411712e+00	-1.828820e-05	-1.828820e-05	-1.828820e-05
4.430999999999814e+00	4.431000e+00	4.412635e+00	-1.836515e-05	-1.836515e-05	-1.836515e-05
4.431999999999815e+00	4.432000e+00	4.413558e+00	-1.844239e-05	-1.844239e-05	-1.844239e-05
4.432999999999815e+00	4.433000e+00	4.414480e+00	-1.851993e-05	-1.851993e-05	-1.851993e-05
4.433999999999815e+00	4.434000e+00	4.415402e+00	-1.859777e-05	-1.859777e-05	-1.859777e-05
4.434999999999816e+00	4.435000e+00	4.416324e+00	-1.867592e-05	-1.867592e-05	-1.867592e-05
4.435999999999816e+00	4.436000e+00	4.417246e+00	-1.875436e-05	-1.875436e-05	-1.875436e-05
4.436999999999816e+00	4.437000e+00	4.418167e+00	-1.883311e-05	-1.883311e-05	-1.883311e-05
4.437999999999817e+00	4.438000e+00	4.419088e+00	-1.891217e-05	-1.891217e-05	-1.891217e-05
4.438999999999817e+00	4.439000e+00	4.420009e+00	-1.899152e-05	-1.899152e-05	-1.899152e-05
4.439999999999817e+00	4.440000e+00	4.420929e+00	-1.907119e-05	-1.907119e-05	-1.907119e-05
4.440999999999818e+00	4.441000e+00	4.421849e+00	-1.915116e-05	-1.915116e-05	-1.915116e-05
4.441999999999818e+00	4.442000e+00	4.422769e+00	-1.923145e-05	-1.923145e-05	-1.923145e-05
4.442999999999818e+00	4.443000e+00	4.423688e+00	-1.931204e-05	-1.931204e-05	-1.931204e-05
4.443999999999819e+00	4.444000e+00	4.424607e+00	-1.939294e-05	-1.939294e-05	-1.939294e-05
4.444999999999819e+00	4.445000e+00	4.425526e+00	-1.947415e-05	-1.947415e-05	-1.947415e-05
4.445999999999819e+00	4.446000e+00	4.426445e+00	-1.955568e-05	-1.955568e-05	-1.955568e-05
4.446999999999820e+00	4.447000e+00	4.427362e+00	-1.963751e-05	-1.963751e-05	-1.963751e-05
4.447999999999820e+00	4.448000e+00	4.428280e+00	-1.971967e-05	-1.971967e-05	-1.971967e-05
4.448999999999820e+00	4.449000e+00	4.429198e+00	-1.980214e-05	-1.980214e-05	-1.980214e-05
4.449999999999821e+00	4.450000e+00	4.430115e+00	-1.988492e-05	-1.988492e-05	-1.988492e-05
4.450999999999821e+00	4.451000e+00	4.431032e+00	-1.996802e-05	-1.996802e-05	-1.996802e-05
4.451999999999821e+00	4.452000e+00	4.431949e+00	-2.005144e-05	-2.005144e-05	-2.005144e-05
4.452999999999822e+00	4.453000e+00	4.432865e+00	-2.013518e-05	-2.013518e-05	-2.013518e-05
4.453999999999822e+00	4.454000e+00	4.433781e+00	-2.021924e-05	-2.021924e-05	-2.021924e-05
4.454999999999822e+00	4.455000e+00	4.434696e+00	-2.030362e-05	-2.030362e-05	-2.030362e-05
4.455999999999823e+00	4.456000e+00	4.435612e+00	-2.038832e-05	-2.038832e-05	-2.038832e-05
4.456999999999823e+00	4.457000e+00	4.436527e+00	-2.047335e-05	-2.047335e-05	-2.047335e-05
4.457999999999823e+00	4.458000e+00	4.437441e+00	-2.055870e-05	-2.055870e-05	-2.055870e-05
4.458999999999824e+00	4.459000e+00	4.438355e+00	-2.064438e-05	-2.064438e-05	-2.064438e-05
4.459999999999824e+00	4.460000e+00	4.439270e+00	-2.073038e-05	-2.073038e-05	-2.073038e-05
4.460999999999824e+00	4.461000e+00	4.440183e+00	-2.081671e-05	-2.081671e-05	-2.081671e-05
4.461999999999825e+00	4.462000e+00	4.441097e+00	-2.090336e-05	-2.090336e-05	-2.090336e-05
4.462999999999825e+00	4.463000e+00	4.442009e+00	-2.099035e-05	-2.099035e-05	-2.099035e-05
4.463999999999825e+00	4.464000e+00	4.442922e+00	-2.107767e-05	-2.107767e-05	-2.107767e-05
4.464999999999826e+00	4.465000e+00	4.443835e+00	-2.116532e-05	-2.116532e-05	-2.116532e-05
4.465999999999826e+00	4.466000e+00	4.444746e+00	-2.125330e-05	-2.125330e-05	-2.125330e-05
4.466999999999826e+00	4.467000e+00	4.445658e+00	-2.134161e-05	-2.134161e-05	-2.134161e-05
4.467999999999827e+00	4.468000e+00	4.446570e+00	-2.143026e-05	-2.143026e-05	-2.143026e-05
4.468999999999827e+00	4.469000e+00	4.447481e+00	-2.151924e-05	-2.151924e-05	-2.151924e-05
4.469999999999827e+00	4.470000e+00	4.448391e+00	-2.160856e-05	-2.160856e-05	-2.160856e-05
4.470999999999828e+00	4.471000e+00	4.449302e+00	-2.169822e-05	-2.169822e-05	-2.169822e-05
4.471999999999828e+00	4.472000e+00	4.450212e+00	-2.178822e-05	-2.178822e-05	-2.178822e-05
4.472999999999828e+00	4.473000e+00	4.451121e+00	-2.187855e-05	-2.187855e-05	-2.187855e-05
4.473999999999829e+00	4.474000e+00	4.452031e+00	-2.196923e-05	-2.196923e-05	-2.196923e-05
4.474999999999829e+00	4.475000e+00	4.452940e+00	-2.206025e-05	-2.206025e-05	-2.206025e-05
4.475999999999829e+00	4.476000e+00	4.453848e+00	-2.215161e-05	-2.215161e-05	-2.215161e-05
4.476999999999830e+00	4.477000e+00	4.454757e+00	-2.224331e-05	-2.224331e-05	-2.224331e-05
4.477999999999830e+00	4.478000e+00	4.455665e+00	-2.233536e-05	-2.233536e-05	-2.233536e-05
4.478999999999830e+00	4.479000e+00	4.456572e+00	-2.242776e-05	-2.242776e-05	-2.242776e-05
4.479999999999831e+00	4.480000e+00	4.457479e+00	-2.252050e-05	-2.252050e-05	-2.252050e-05
4.480999999999831e+00	4.481000e+00	4.458386e+00	-2.261359e-05	-2.261359e-05	-2.261359e-05
4.481999999999831e+00	4.482000e+00	4.459293e+00	-2.270702e-05	-2.270702e-05	-2.270702e-05
4.482999999999832e+00	4.483000e+00	4.460199e+00	-2.280081e-05	-2.280081e-05	-2.280081e-05
4.483999999999832e+00	4.484000e+00	4.461105e+00	-2.289495e-05	-2.289495e-05	-2.289495e-05
4.484999999999832e+00	4.485000e+00	4.462010e+00	-2.298944e-05	-2.298944e-05	-2.298944e-05
4.485999999999833e+00	4.486000e+00	4.462916e+00	-2.308428e-05	-2.308428e-05	-2.308428e-05
4.486999999999833e+00	4.487000e+00	4.463820e+00	-2.317948e-05	-2.317948e-05	-2.317948e-05
4.487999999999833e+00	4.488000e+00	4.464725e+00	-2.327503e-05	-2.327503e-05	-2.327503e-05
4.488999999999834e+00	4.489000e+00	4.465629e+00	-2.337094e-05	-2.337094e-05	-2.337094e-05
4.489999999999834e+00	4.490000e+00	4.466533e+00	-2.346720e-05	-2.346720e-05	-2.346720e-05
4.490999999999834e+00	4.491000e+00	4.467436e+00	-2.356382e-05	-2.356382e-05	-2.356382e-05
4.491999999999835e+00	4.492000e+00	4.468339e+00	-2.366081e-05	-2.366081e-05	-2.366081e-05
4.492999999999835e+00	4.493000e+00	4.469242e+00	-2.375815e-05	-2.375815e-05	-2.375815e-05
4.493999999999835e+00	4.494000e+00	4.470144e+00	-2.385585e-05	-2.385585e-05	-2.385585e-05
4.494999999999836e+00	4.495000e+00	4.471046e+00	-2.395392e-05	-2.395392e-05	-2.395392e-05
4.495999999999836e+00	4.496000e+00	4.471948e+00	-2.405235e-05	-2.405235e-05	-2.405235e-05
4.496999999999836e+00	4.497000e+00	4.472849e+00	-2.415114e-05	-2.415114e-05	-2.415114e-05
4.497999999999837e+00	4.498000e+00	4.473750e+00	-2.425030e-05	-2.425030e-05	-2.425030e-05
4.498999999999837e+00	4.499000e+00	4.474650e+00	-2.434983e-05	-2.434983e-05	-2.434983e-05
4.499999999999837e+00	4.500000e+00	4.475550e+00	-2.444972e-05	-2.444972e-05	-2.444972e-05
4.500999999999838e+00	4.501000e+00	4.476450e+00	-2.454998e-05	-2.454998e-05	-2.454998e-05
4.501999999999838e+00	4.502000e+00	4.477349e+00	-2.465061e-05	-2.465061e-05	-2.465061e-05
4.502999999999838e+00	4.503000e+00	4.478249e+00	-2.475161e-05	-2.475161e-05	-2.475161e-05
4.503999999999839e+00	4.504000e+00	4.479147e+00	-2.485299e-05	-2.485299e-05	-2.485299e-05
4.504999999999839e+00	4.505000e+00	4.480045e+00	-2.495474e-05	-2.495474e-05	-2.495474e-05
4.505999999999839e+00	4.506000e+00	4.480943e+00	-2.505686e-05	-2.505686e-05	-2.505686e-05
4.506999999999840e+00	4.507000e+00	4.481841e+00	-2.515935e-05	-2.515935e-05	-2.515935e-05
4.507999999999840e+00	4.508000e+00	4.482738e+00	-2.526222e-05	-2.526222e-05	-2.526222e-05
4.508999999999840e+00	4.509000e+00	4.483634e+00	-2.536547e-05	-2.536547e-05	-2.536547e-05
4.509999999999841e+00	4.510000e+00	4.484531e+00	-2.546910e-05	-2.546910e-05	-2.546910e-05
4.510999999999841e+00	4.511000e+00	4.485427e+00	-2.557311e-05	-2.557311e-05	-2.557311e-05
4.511999999999841e+00	4.512000e+00	4.486322e+00	-2.567749e-05	-2.567749e-05	-2.567749e-05
4.512999999999842e+00	4.513000e+00	4.487218e+00	-2.578226e-05	-2.578226e-05	-2.578226e-05
4.513999999999842e+00	4.514000e+00	4.488112e+00	-2.588741e-05	-2.588741e-05	-2.588741e-05
4.514999999999842e+00	4.515000e+00	4.489007e+00	-2.599295e-05	-2.599295e-05	-2.599295e-05
4.515999999999843e+00	4.516000e+00	4.489901e+00	-2.609887e-05	-2.609887e-05	-2.609887e-05
4.516999999999843e+00	4.517000e+00	4.490795e+00	-2.620517e-05	-2.620517e-05	-2.620517e-05
4.517999999999843e+00	4.518000e+00	4.491688e+00	-2.631186e-05	-2.631186e-05	-2.631186e-05
4.518999999999844e+00	4.519000e+00	4.492581e+00	-2.641894e-05	-2.641894e-05	-2.641894e-05
4.519999999999844e+00	4.520000e+00	4.493474e+00	-2.652641e-05	-2.652641e-05	-2.652641e-05
4.520999999999844e+00	4.521000e+00	4.494366e+00	-2.663427e-05	-2.663427e-05	-2.663427e-05
4.521999999999845e+00	4.522000e+00	4.495257e+00	-2.674251e-05	-2.674251e-05	-2.674251e-05
4.522999999999845e+00	4.523000e+00	4.496149e+00	-2.685116e-05	-2.685116e-05	-2.685116e-05
4.523999999999845e+00	4.524000e+00	4.497040e+00	-2.696019e-05	-2.696019e-05	-2.696019e-05
4.524999999999846e+00	4.525000e+00	4.497931e+00	-2.706962e-05	-2.706962e-05	-2.706962e-05
4.525999999999846e+00	4.526000e+00	4.498821e+00	-2.717944e-05	-2.717944e-05	-2.717944e-05
4.526999999999846e+00	4.527000e+00	4.499711e+00	-2.728966e-05	-2.728966e-05	-2.728966e-05
4.527999999999847e+00	4.528000e+00	4.500600e+00	-2.740028e-05	-2.740028e-05	-2.740028e-05
4.528999999999847e+00	4.529000e+00	4.501489e+00	-2.751129e-05	-2.751129e-05	-2.751129e-05
4.529999999999847e+00	4.530000e+00	4.502378e+00	-2.762271e-05	-2.762271e-05	-2.762271e-05
4.530999999999848e+00	4.531000e+00	4.503265e+00	-2.773452e-05	-2.773452e-05	-2.773452e-05
4.531999999999848e+00	4.532000e+00	4.504153e+00	-2.784674e-05	-2.784674e-05	-2.784674e-05
4.532999999999848e+00	4.533000e+00	4.505041e+00	-2.795936e-05	-2.795936e-05	-2.795936e-05
4.533999999999849e+00	4.534000e+00	4.505928e+00	-2.807239e-05	-2.807239e-05	-2.807239e-05
4.534999999999849e+00	4.535000e+00	4.506814e+00	-2.818582e-05	-2.818582e-05	-2.818582e-05
4.535999999999849e+00	4.536000e+00	4.507700e+00	-2.829965e-05	-2.829965e-05	-2.829965e-05
4.536999999999850e+00	4.537000e+00	4.508586e+00	-2.841389e-05	-2.841389e-05	-2.841389e-05
4.537999999999850e+00	4.538000e+00	4.509471e+00	-2.852854e-05	-2.852854e-05	-2.852854e-05
4.538999999999850e+00	4.539000e+00	4.510356e+00	-2.864360e-05	-2.864360e-05	-2.864360e-05
4.539999999999851e+00	4.540000e+00	4.511241e+00	-2.875907e-05	-2.875907e-05	-2.875907e-05
4.540999999999851e+00	4.541000e+00	4.512125e+00	-2.887496e-05	-2.887496e-05	-2.887496e-05
4.541999999999851e+00	4.542000e+00	4.513009e+00	-2.899125e-05	-2.899125e-05	-2.899125e-05
4.542999999999852e+00	4.543000e+00	4.513892e+00	-2.910796e-05	-2.910796e-05	-2.910796e-05
4.543999999999852e+00	4.544000e+00	4.514775e+00	-2.922508e-05	-2.922508e-05	-2.922508e-05
4.544999999999852e+00	4.545000e+00	4.515657e+00	-2.934262e-05	-2.934262e-05	-2.934262e-05
4.545999999999853e+00	4.546000e+00	4.516540e+00	-2.946057e-05	-2.946057e-05	-2.946057e-05
4.546999999999853e+00	4.547000e+00	4.517421e+00	-2.957895e-05	-2.957895e-05	-2.957895e-05
4.547999999999853e+00	4.548000e+00	4.518302e+00	-2.969774e-05	-2.969774e-05	-2.969774e-05
4.548999999999854e+00	4.549000e+00	4.519183e+00	-2.981695e-05	-2.981695e-05	-2.981695e-05
4.549999999999854e+00	4.550000e+00	4.520063e+00	-2.993658e-05	-2.993658e-05	-2.993658e-05
4.550999999999854e+00	4.551000e+00	4.520943e+00	-3.005664e-05	-3.005664e-05	-3.005664e-05
4.551999999999855e+00	4.552000e+00	4.521823e+00	-3.017712e-05	-3.017712e-05	-3.017712e-05
4.552999999999855e+00	4.553000e+00	4.522702e+00	-3.029802e-05	-3.029802e-05	-3.029802e-05
